"No.","Time","Source","Destination","Protocol","Length","Info"
"221","0.261901","fe80::c459:4111:d60d:6715","ff02::fb","MDNS","391","Standard query response 0x0000 PTR Spotify Desktop Launcher(4)._spotify-connect._tcp.local SRV 0 0 53868 marcOS.local TXT A 194.210.234.241 AAAA 2001:690:2100:1016:9651:c3a1:e50e:7c42 AAAA 2001:690:2100:1016:3580:6249:7cc1:ab20 AAAA fe80::c459:4111:d60d:6715"
"222","0.262197","194.210.221.222","224.0.0.251","MDNS","1055","Standard query response 0x0000 PTR MacBook Pro som tillh\303\266r Alva (2)._airplay._tcp.local PTR 0241BB834B71@MacBook Pro som tillh\303\266r Alva (2)._raop._tcp.local TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 MacBook-Pro-som-tillhor-Alva.local SRV, cache flush 0 0 7000 MacBook-Pro-som-tillhor-Alva.local AAAA, cache flush fe80::14c6:39ac:834:43e AAAA, cache flush 2001:690:2100:1016:146c:2ca2:a321:50ff A, cache flush 194.210.221.222 NSEC, cache flush MacBook Pro som tillh\303\266r Alva (2)._airplay._tcp.local NSEC, cache flush 0241BB834B71@MacBook Pro som tillh\303\266r Alva (2)._raop._tcp.local NSEC, cache flush MacBook-Pro-som-tillhor-Alva.local"
"223","0.262454","fe80::14c6:39ac:834:43e","ff02::fb","MDNS","1075","Standard query response 0x0000 PTR MacBook Pro som tillh\303\266r Alva (2)._airplay._tcp.local PTR 0241BB834B71@MacBook Pro som tillh\303\266r Alva (2)._raop._tcp.local TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 MacBook-Pro-som-tillhor-Alva.local SRV, cache flush 0 0 7000 MacBook-Pro-som-tillhor-Alva.local AAAA, cache flush fe80::14c6:39ac:834:43e AAAA, cache flush 2001:690:2100:1016:146c:2ca2:a321:50ff A, cache flush 194.210.221.222 NSEC, cache flush MacBook Pro som tillh\303\266r Alva (2)._airplay._tcp.local NSEC, cache flush 0241BB834B71@MacBook Pro som tillh\303\266r Alva (2)._raop._tcp.local NSEC, cache flush MacBook-Pro-som-tillhor-Alva.local"
"224","0.263790","194.210.221.185","224.0.0.251","MDNS","91","Standard query response 0x0000 A, cache flush 194.210.221.185"
"225","0.263937","194.210.223.95","224.0.0.251","MDNS","1013","Standard query response 0x0000 PTR Rabinâ\200\231s MacBook Air._airplay._tcp.local PTR 2EEBA058D7EF@Rabinâ\200\231s MacBook Air._raop._tcp.local TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 Rabins-MacBook-Air.local SRV, cache flush 0 0 7000 Rabins-MacBook-Air.local AAAA, cache flush fe80::1cbc:be8b:8b75:ad47 AAAA, cache flush 2001:690:2100:1016:84a:8c0e:3d7:796e A, cache flush 194.210.223.95 NSEC, cache flush Rabinâ\200\231s MacBook Air._airplay._tcp.local NSEC, cache flush 2EEBA058D7EF@Rabinâ\200\231s MacBook Air._raop._tcp.local NSEC, cache flush Rabins-MacBook-Air.local"
"226","0.264082","fe80::1cbc:be8b:8b75:ad47","ff02::fb","MDNS","1033","Standard query response 0x0000 PTR Rabinâ\200\231s MacBook Air._airplay._tcp.local PTR 2EEBA058D7EF@Rabinâ\200\231s MacBook Air._raop._tcp.local TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 Rabins-MacBook-Air.local SRV, cache flush 0 0 7000 Rabins-MacBook-Air.local AAAA, cache flush fe80::1cbc:be8b:8b75:ad47 AAAA, cache flush 2001:690:2100:1016:84a:8c0e:3d7:796e A, cache flush 194.210.223.95 NSEC, cache flush Rabinâ\200\231s MacBook Air._airplay._tcp.local NSEC, cache flush 2EEBA058D7EF@Rabinâ\200\231s MacBook Air._raop._tcp.local NSEC, cache flush Rabins-MacBook-Air.local"
"227","0.264259","194.210.222.79","224.0.0.251","MDNS","383","Standard query response 0x0000 PTR Spotify Desktop Launcher._spotify-connect._tcp.local SRV 0 0 53954 LAPTOP-KMVUIDHS.local TXT A 194.210.222.79 AAAA 2001:690:2100:1016:4b59:8a7e:9b5f:d186 AAAA 2001:690:2100:1016:4c12:e6c5:e51d:5475 AAAA fe80::ab1b:3eaa:29a1:971f"
"228","0.266340","194.210.223.226","52.112.167.170","STUN","158","ChannelData TURN Message"
"229","0.267465","fe80::ab1b:3eaa:29a1:971f","ff02::fb","MDNS","403","Standard query response 0x0000 PTR Spotify Desktop Launcher._spotify-connect._tcp.local SRV 0 0 53954 LAPTOP-KMVUIDHS.local TXT A 194.210.222.79 AAAA 2001:690:2100:1016:4b59:8a7e:9b5f:d186 AAAA 2001:690:2100:1016:4c12:e6c5:e51d:5475 AAAA fe80::ab1b:3eaa:29a1:971f"
"230","0.267722","fe80::ab1b:3eaa:29a1:971f","ff02::fb","MDNS","403","Standard query response 0x0000 PTR Spotify Desktop Launcher._spotify-connect._tcp.local SRV 0 0 53954 LAPTOP-KMVUIDHS.local TXT A 194.210.222.79 AAAA 2001:690:2100:1016:4b59:8a7e:9b5f:d186 AAAA 2001:690:2100:1016:4c12:e6c5:e51d:5475 AAAA fe80::ab1b:3eaa:29a1:971f"
"231","0.267982","fe80::ab1b:3eaa:29a1:971f","ff02::fb","MDNS","403","Standard query response 0x0000 PTR Spotify Desktop Launcher._spotify-connect._tcp.local SRV 0 0 53954 LAPTOP-KMVUIDHS.local TXT A 194.210.222.79 AAAA 2001:690:2100:1016:4b59:8a7e:9b5f:d186 AAAA 2001:690:2100:1016:4c12:e6c5:e51d:5475 AAAA fe80::ab1b:3eaa:29a1:971f"
"232","0.268301","fe80::5d41:1b50:ec79:c423","ff02::fb","MDNS","409","Standard query response 0x0000 PTR Spotify Desktop Launcher(9)._spotify-connect._tcp.local SRV 0 0 49711 LAPTOP-09JEJ5I4.local TXT A 194.210.221.219 AAAA 2001:690:2100:1016:35b:8236:1886:cceb AAAA 2001:690:2100:1016:955a:f5bf:e53d:ac02 AAAA fe80::5d41:1b50:ec79:c423"
"233","0.268556","fe80::5d41:1b50:ec79:c423","ff02::fb","MDNS","409","Standard query response 0x0000 PTR Spotify Desktop Launcher(9)._spotify-connect._tcp.local SRV 0 0 49711 LAPTOP-09JEJ5I4.local TXT A 194.210.221.219 AAAA 2001:690:2100:1016:35b:8236:1886:cceb AAAA 2001:690:2100:1016:955a:f5bf:e53d:ac02 AAAA fe80::5d41:1b50:ec79:c423"
"234","0.268831","fe80::5d41:1b50:ec79:c423","ff02::fb","MDNS","409","Standard query response 0x0000 PTR Spotify Desktop Launcher(9)._spotify-connect._tcp.local SRV 0 0 49711 LAPTOP-09JEJ5I4.local TXT A 194.210.221.219 AAAA 2001:690:2100:1016:35b:8236:1886:cceb AAAA 2001:690:2100:1016:955a:f5bf:e53d:ac02 AAAA fe80::5d41:1b50:ec79:c423"
"235","0.269030","194.210.221.219","224.0.0.251","MDNS","389","Standard query response 0x0000 PTR Spotify Desktop Launcher(9)._spotify-connect._tcp.local SRV 0 0 49711 LAPTOP-09JEJ5I4.local TXT A 194.210.221.219 AAAA 2001:690:2100:1016:35b:8236:1886:cceb AAAA 2001:690:2100:1016:955a:f5bf:e53d:ac02 AAAA fe80::5d41:1b50:ec79:c423"
"236","0.269308","194.210.221.228","224.0.0.251","MDNS","1007","Standard query response 0x0000 PTR MacBook Pro B\303\241rbara._airplay._tcp.local PTR 0673207F679E@MacBook Pro B\303\241rbara._raop._tcp.local TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 MacBook-Pro-Barbara.local SRV, cache flush 0 0 7000 MacBook-Pro-Barbara.local AAAA, cache flush fe80::1cdb:7008:64ba:67a1 AAAA, cache flush 2001:690:2100:1016:86:d1e2:77ee:bd9d A, cache flush 194.210.221.228 NSEC, cache flush MacBook Pro B\303\241rbara._airplay._tcp.local NSEC, cache flush 0673207F679E@MacBook Pro B\303\241rbara._raop._tcp.local NSEC, cache flush MacBook-Pro-Barbara.local"
"237","0.269529","fe80::1cdb:7008:64ba:67a1","ff02::fb","MDNS","1027","Standard query response 0x0000 PTR MacBook Pro B\303\241rbara._airplay._tcp.local PTR 0673207F679E@MacBook Pro B\303\241rbara._raop._tcp.local TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 MacBook-Pro-Barbara.local SRV, cache flush 0 0 7000 MacBook-Pro-Barbara.local AAAA, cache flush fe80::1cdb:7008:64ba:67a1 AAAA, cache flush 2001:690:2100:1016:86:d1e2:77ee:bd9d A, cache flush 194.210.221.228 NSEC, cache flush MacBook Pro B\303\241rbara._airplay._tcp.local NSEC, cache flush 0673207F679E@MacBook Pro B\303\241rbara._raop._tcp.local NSEC, cache flush MacBook-Pro-Barbara.local"
"238","0.269722","194.210.222.78","224.0.0.251","MDNS","1002","Standard query response 0x0000 PTR Altti - MacBook Air._airplay._tcp.local PTR 4E1AD7BFEE3F@Altti - MacBook Air._raop._tcp.local TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 Altti-MacBook-Air.local SRV, cache flush 0 0 7000 Altti-MacBook-Air.local AAAA, cache flush 2001:690:2100:1016:c7d:a80a:650f:7468 AAAA, cache flush fe80::c4:2e65:e52d:f9d9 A, cache flush 194.210.222.78 NSEC, cache flush Altti - MacBook Air._airplay._tcp.local NSEC, cache flush 4E1AD7BFEE3F@Altti - MacBook Air._raop._tcp.local NSEC, cache flush Altti-MacBook-Air.local"
"239","0.272142","fe80::c4:2e65:e52d:f9d9","ff02::fb","MDNS","1022","Standard query response 0x0000 PTR Altti - MacBook Air._airplay._tcp.local PTR 4E1AD7BFEE3F@Altti - MacBook Air._raop._tcp.local TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 Altti-MacBook-Air.local SRV, cache flush 0 0 7000 Altti-MacBook-Air.local AAAA, cache flush 2001:690:2100:1016:c7d:a80a:650f:7468 AAAA, cache flush fe80::c4:2e65:e52d:f9d9 A, cache flush 194.210.222.78 NSEC, cache flush Altti - MacBook Air._airplay._tcp.local NSEC, cache flush 4E1AD7BFEE3F@Altti - MacBook Air._raop._tcp.local NSEC, cache flush Altti-MacBook-Air.local"
"240","0.272435","194.210.222.204","224.0.0.251","MDNS","91","Standard query response 0x0000 A, cache flush 194.210.222.204"
"241","0.272602","194.210.234.13","224.0.0.251","MDNS","90","Standard query response 0x0000 A, cache flush 194.210.234.13"
"242","0.283890","52.112.167.170","194.210.223.226","UDP","119","3478  >  50029 Len=77"
"243","0.283890","52.112.167.170","194.210.223.226","UDP","1006","3478  >  50029 Len=964"
"244","0.283890","52.112.167.170","194.210.223.226","UDP","1006","3478  >  50029 Len=964"
"245","0.283890","52.112.167.170","194.210.223.226","UDP","1006","3478  >  50029 Len=964"
"246","0.283890","52.112.167.170","194.210.223.226","UDP","883","3478  >  50029 Len=841"
"247","0.283890","52.112.167.170","194.210.223.226","UDP","883","3478  >  50029 Len=841"
"248","0.283890","52.112.167.170","194.210.223.226","UDP","883","3478  >  50029 Len=841"
"249","0.283890","52.112.167.170","194.210.223.226","UDP","880","3478  >  50029 Len=838"
"250","0.283890","52.112.167.170","194.210.223.226","UDP","1022","3478  >  50029 Len=980"
"251","0.283890","52.112.167.170","194.210.223.226","UDP","119","3478  >  50029 Len=77"
"252","0.283890","52.112.167.170","194.210.223.226","UDP","783","3478  >  50029 Len=741"
"253","0.283890","52.112.167.170","194.210.223.226","UDP","782","3478  >  50029 Len=740"
"254","0.283890","52.112.167.170","194.210.223.226","UDP","119","3478  >  50029 Len=77"
"255","0.283890","52.112.167.170","194.210.223.226","UDP","634","3478  >  50029 Len=592"
"256","0.283890","52.112.167.170","194.210.223.226","UDP","634","3478  >  50029 Len=592"
"257","0.283890","52.112.167.170","194.210.223.226","UDP","634","3478  >  50029 Len=592"
"258","0.283890","52.112.167.170","194.210.223.226","UDP","634","3478  >  50029 Len=592"
"259","0.283890","52.112.167.170","194.210.223.226","UDP","634","3478  >  50029 Len=592"
"260","0.283890","52.112.167.170","194.210.223.226","UDP","634","3478  >  50029 Len=592"
"261","0.283890","52.112.167.170","194.210.223.226","UDP","634","3478  >  50029 Len=592"
"262","0.283890","52.112.167.170","194.210.223.226","UDP","634","3478  >  50029 Len=592"
"263","0.283890","52.112.167.170","194.210.223.226","UDP","626","3478  >  50029 Len=584"
"264","0.304929","52.112.167.170","194.210.223.226","RTCP","162","Payload-specific Feedback   ALFB  "
"265","0.318895","52.112.167.170","194.210.223.226","UDP","1049","3478  >  50029 Len=1007"
"266","0.318895","52.112.167.170","194.210.223.226","UDP","816","3478  >  50029 Len=774"
"267","0.318895","52.112.167.170","194.210.223.226","UDP","816","3478  >  50029 Len=774"
"268","0.320943","194.210.223.226","52.112.167.170","STUN","131","ChannelData TURN Message"
"269","0.321046","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"270","0.321080","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"271","0.321112","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"272","0.321195","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"273","0.321238","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"274","0.321280","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"275","0.321324","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"276","0.321364","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"277","0.321404","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"278","0.321483","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"279","0.321518","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"280","0.321552","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"281","0.321579","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"282","0.321605","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"283","0.321631","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"284","0.321659","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"285","0.321687","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"286","0.321714","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"287","0.334823","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"288","0.334896","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"289","0.334919","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"290","0.334940","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"291","0.345791","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"292","0.345863","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"293","0.345890","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"294","0.345914","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"295","0.354468","52.112.167.170","194.210.223.226","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 194.210.223.226:50029"
"296","0.357343","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"297","0.357408","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"298","0.357433","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"299","0.361045","194.210.180.45","224.0.0.251","MDNS","391","Standard query response 0x0000 PTR Spotify Desktop Launcher(14)._spotify-connect._tcp.local SRV 0 0 60914 ViktorsSHITWARE.local TXT A 194.210.180.45 AAAA 2001:690:2100:1016:aef8:ee:ec93:860f AAAA 2001:690:2100:1016:b510:3c35:4d4a:c741 AAAA fe80::5ad8:7b74:b613:72d7"
"300","0.361434","194.210.220.230","224.0.0.251","MDNS","1012","Standard query response 0x0000 PTR Y0DYTCGXY3._airplay._tcp.local PTR 6A8EECAFE909@Y0DYTCGXY3._raop._tcp.local PTR Y0DYTCGXY3._companion-link._tcp.local TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 Y0DYTCGXY3.local SRV, cache flush 0 0 7000 Y0DYTCGXY3.local AAAA, cache flush 2001:690:2100:1016:449:ebb5:c53c:1008 AAAA, cache flush fe80::4c0:ee22:2064:d0e0 A, cache flush 194.210.220.230 NSEC, cache flush Y0DYTCGXY3._airplay._tcp.local NSEC, cache flush 6A8EECAFE909@Y0DYTCGXY3._raop._tcp.local NSEC, cache flush Y0DYTCGXY3.local"
"301","0.361675","194.210.220.81","224.0.0.251","MDNS","224","Standard query 0x0000 SRV MacBook Pro de MJ._appsvcprepair._tcp.local, ""QM"" question TXT MacBook Pro de MJ._appsvcprepair._tcp.local, ""QM"" question SRV MacBook Pro de Martim._appsvcprepair._tcp.local, ""QM"" question TXT MacBook Pro de Martim._appsvcprepair._tcp.local, ""QM"" question SRV Inesâ\200\231s MacBook Air._appsvcprepair._tcp.local, ""QM"" question TXT Inesâ\200\231s MacBook Air._appsvcprepair._tcp.local, ""QM"" question SRV Miguel's MacBook Pro._appSvcPrePair._tcp.local, ""QM"" question TXT Miguel's MacBook Pro._appSvcPrePair._tcp.local, ""QM"" question"
"302","0.361867","fe80::4c0:ee22:2064:d0e0","ff02::fb","MDNS","1032","Standard query response 0x0000 PTR Y0DYTCGXY3._airplay._tcp.local PTR 6A8EECAFE909@Y0DYTCGXY3._raop._tcp.local PTR Y0DYTCGXY3._companion-link._tcp.local TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 Y0DYTCGXY3.local SRV, cache flush 0 0 7000 Y0DYTCGXY3.local AAAA, cache flush 2001:690:2100:1016:449:ebb5:c53c:1008 AAAA, cache flush fe80::4c0:ee22:2064:d0e0 A, cache flush 194.210.220.230 NSEC, cache flush Y0DYTCGXY3._airplay._tcp.local NSEC, cache flush 6A8EECAFE909@Y0DYTCGXY3._raop._tcp.local NSEC, cache flush Y0DYTCGXY3.local"
"303","0.362220","fe80::c85:9f92:6f4c:82e1","ff02::fb","MDNS","244","Standard query 0x0000 SRV MacBook Pro de MJ._appsvcprepair._tcp.local, ""QM"" question TXT MacBook Pro de MJ._appsvcprepair._tcp.local, ""QM"" question SRV MacBook Pro de Martim._appsvcprepair._tcp.local, ""QM"" question TXT MacBook Pro de Martim._appsvcprepair._tcp.local, ""QM"" question SRV Inesâ\200\231s MacBook Air._appsvcprepair._tcp.local, ""QM"" question TXT Inesâ\200\231s MacBook Air._appsvcprepair._tcp.local, ""QM"" question SRV Miguel's MacBook Pro._appSvcPrePair._tcp.local, ""QM"" question TXT Miguel's MacBook Pro._appSvcPrePair._tcp.local, ""QM"" question"
"304","0.363078","194.210.223.165","224.0.0.251","MDNS","1204","Standard query response 0x0000 PTR Erikâ\200\231s MacBook Neo._airplay._tcp.local PTR C6166485D623@Erikâ\200\231s MacBook Neo._raop._tcp.local TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 Eriks-MacBook-Neo.local SRV, cache flush 0 0 7000 Eriks-MacBook-Neo.local TXT, cache flush SRV, cache flush 0 0 52932 Eriks-MacBook-Neo.local AAAA, cache flush fe80::834:9234:4695:6722 AAAA, cache flush 2001:690:2100:1016:450:5744:bebc:ee80 A, cache flush 194.210.223.165 NSEC, cache flush Erikâ\200\231s MacBook Neo._airplay._tcp.local NSEC, cache flush C6166485D623@Erikâ\200\231s MacBook Neo._raop._tcp.local NSEC, cache flush Erikâ\200\231s MacBook Neo._companion-link._tcp.local NSEC, cache flush Eriks-MacBook-Neo.local"
"305","0.365098","fe80::834:9234:4695:6722","ff02::fb","MDNS","1224","Standard query response 0x0000 PTR Erikâ\200\231s MacBook Neo._airplay._tcp.local PTR C6166485D623@Erikâ\200\231s MacBook Neo._raop._tcp.local TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 Eriks-MacBook-Neo.local SRV, cache flush 0 0 7000 Eriks-MacBook-Neo.local TXT, cache flush SRV, cache flush 0 0 52932 Eriks-MacBook-Neo.local AAAA, cache flush fe80::834:9234:4695:6722 AAAA, cache flush 2001:690:2100:1016:450:5744:bebc:ee80 A, cache flush 194.210.223.165 NSEC, cache flush Erikâ\200\231s MacBook Neo._airplay._tcp.local NSEC, cache flush C6166485D623@Erikâ\200\231s MacBook Neo._raop._tcp.local NSEC, cache flush Erikâ\200\231s MacBook Neo._companion-link._tcp.local NSEC, cache flush Eriks-MacBook-Neo.local"
"306","0.365367","194.210.221.124","224.0.0.251","MDNS","1003","Standard query response 0x0000 PTR MacBook Air de Sara._airplay._tcp.local PTR E2D62B0D62BA@MacBook Air de Sara._raop._tcp.local TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 MacBook-Air-de-Sara-4.local SRV, cache flush 0 0 7000 MacBook-Air-de-Sara-4.local AAAA, cache flush 2001:690:2100:1016:1899:128a:188e:9986 AAAA, cache flush fe80::10e5:d914:3200:d339 A, cache flush 194.210.221.124 NSEC, cache flush MacBook Air de Sara._airplay._tcp.local NSEC, cache flush E2D62B0D62BA@MacBook Air de Sara._raop._tcp.local NSEC, cache flush MacBook-Air-de-Sara-4.local"
"307","0.365602","fe80::10e5:d914:3200:d339","ff02::fb","MDNS","1023","Standard query response 0x0000 PTR MacBook Air de Sara._airplay._tcp.local PTR E2D62B0D62BA@MacBook Air de Sara._raop._tcp.local TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 MacBook-Air-de-Sara-4.local SRV, cache flush 0 0 7000 MacBook-Air-de-Sara-4.local AAAA, cache flush 2001:690:2100:1016:1899:128a:188e:9986 AAAA, cache flush fe80::10e5:d914:3200:d339 A, cache flush 194.210.221.124 NSEC, cache flush MacBook Air de Sara._airplay._tcp.local NSEC, cache flush E2D62B0D62BA@MacBook Air de Sara._raop._tcp.local NSEC, cache flush MacBook-Air-de-Sara-4.local"
"308","0.365859","194.210.234.31","224.0.0.251","MDNS","103","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QU"" question"
"309","0.366108","fe80::38ff:a1ff:fea0:fc17","ff02::fb","MDNS","123","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QU"" question"
"310","0.366383","194.210.234.31","224.0.0.251","MDNS","103","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QU"" question"
"311","0.367205","fe80::38ff:a1ff:fea0:fc17","ff02::fb","MDNS","123","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QU"" question"
"312","0.367520","194.210.234.31","224.0.0.251","MDNS","119","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _CC1AD845._sub._googlecast._tcp.local, ""QU"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QU"" question"
"313","0.367740","fe80::38ff:a1ff:fea0:fc17","ff02::fb","MDNS","139","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _CC1AD845._sub._googlecast._tcp.local, ""QU"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QU"" question"
"314","0.367943","194.210.223.61","224.0.0.251","MDNS","159","Standard query response 0x0000 PTR iPhone de Afonso ._rdlink._tcp.local TXT"
"315","0.368275","fe80::1094:f7d:605:fb49","ff02::fb","MDNS","179","Standard query response 0x0000 PTR iPhone de Afonso ._rdlink._tcp.local TXT"
"316","0.368542","194.210.220.66","224.0.0.251","MDNS","913","Standard query response 0x0000 PTR 5E2E1489C522@MacBook Air (5)._raop._tcp.local PTR MacBook Air (8)._airplay._tcp.local TXT, cache flush SRV, cache flush 0 0 7000 MacBook-Air-2.local TXT, cache flush SRV, cache flush 0 0 7000 MacBook-Air-2.local AAAA, cache flush fe80::498:a3de:766b:c246 AAAA, cache flush 2001:690:2100:1016:14ee:aadd:52b1:741a A, cache flush 194.210.220.66 NSEC, cache flush 5E2E1489C522@MacBook Air (5)._raop._tcp.local NSEC, cache flush MacBook Air (8)._airplay._tcp.local NSEC, cache flush MacBook-Air-2.local"
"317","0.369109","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"318","0.369207","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"319","0.369239","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"320","0.369265","194.210.223.226","52.112.167.170","STUN","1245","ChannelData TURN Message"
"321","0.370163","fe80::498:a3de:766b:c246","ff02::fb","MDNS","933","Standard query response 0x0000 PTR 5E2E1489C522@MacBook Air (5)._raop._tcp.local PTR MacBook Air (8)._airplay._tcp.local TXT, cache flush SRV, cache flush 0 0 7000 MacBook-Air-2.local TXT, cache flush SRV, cache flush 0 0 7000 MacBook-Air-2.local AAAA, cache flush fe80::498:a3de:766b:c246 AAAA, cache flush 2001:690:2100:1016:14ee:aadd:52b1:741a A, cache flush 194.210.220.66 NSEC, cache flush 5E2E1489C522@MacBook Air (5)._raop._tcp.local NSEC, cache flush MacBook Air (8)._airplay._tcp.local NSEC, cache flush MacBook-Air-2.local"
"322","0.370424","194.210.234.190","224.0.0.251","MDNS","1010","Standard query response 0x0000 PTR MacBook Air de Paulo._airplay._tcp.local PTR DEA3296370C3@MacBook Air de Paulo._raop._tcp.local TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 MacBook-Air-de-Paulo.local SRV, cache flush 0 0 7000 MacBook-Air-de-Paulo.local AAAA, cache flush fe80::18c3:b331:bc75:6ac2 A, cache flush 194.210.234.190 AAAA, cache flush 2001:690:2100:1016:188f:5be6:b30f:71c1 NSEC, cache flush MacBook Air de Paulo._airplay._tcp.local NSEC, cache flush DEA3296370C3@MacBook Air de Paulo._raop._tcp.local NSEC, cache flush MacBook-Air-de-Paulo.local"
"323","0.370599","fe80::18c3:b331:bc75:6ac2","ff02::fb","MDNS","1030","Standard query response 0x0000 PTR MacBook Air de Paulo._airplay._tcp.local PTR DEA3296370C3@MacBook Air de Paulo._raop._tcp.local TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 MacBook-Air-de-Paulo.local SRV, cache flush 0 0 7000 MacBook-Air-de-Paulo.local AAAA, cache flush fe80::18c3:b331:bc75:6ac2 A, cache flush 194.210.234.190 AAAA, cache flush 2001:690:2100:1016:188f:5be6:b30f:71c1 NSEC, cache flush MacBook Air de Paulo._airplay._tcp.local NSEC, cache flush DEA3296370C3@MacBook Air de Paulo._raop._tcp.local NSEC, cache flush MacBook-Air-de-Paulo.local"
"324","0.371774","194.210.234.119","224.0.0.251","MDNS","942","Standard query response 0x0000 PTR MacBook Pro de Jordi._airplay._tcp.local PTR 36B8D2A752DB@MacBook Pro de Jordi._raop._tcp.local TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 MacBook-Pro-de-Jordi.local SRV, cache flush 0 0 7000 MacBook-Pro-de-Jordi.local AAAA, cache flush fe80::103b:192a:81d7:4c76 AAAA, cache flush 2001:690:2100:1016:84:ed34:841:5986 A, cache flush 194.210.234.119 NSEC, cache flush MacBook Pro de Jordi._airplay._tcp.local NSEC, cache flush 36B8D2A752DB@MacBook Pro de Jordi._raop._tcp.local NSEC, cache flush MacBook-Pro-de-Jordi.local"
