"No.","Time","Source","Destination","Protocol","Length","Info"
"50205","139.511578","fe80::e48f:51b9:3b6:4df8","ff02::fb","MDNS","403","Standard query response 0x0000 PTR Spotify Desktop Launcher._spotify-connect._tcp.local SRV 0 0 57214 DESKTOP-G8KUKK6.local TXT A 194.210.221.110 AAAA 2001:690:2100:1016:4777:d05b:ece2:2dd9 AAAA 2001:690:2100:1016:408b:e94d:f909:685 AAAA fe80::e48f:51b9:3b6:4df8"
"50206","139.512013","fe80::e48f:51b9:3b6:4df8","ff02::fb","MDNS","403","Standard query response 0x0000 PTR Spotify Desktop Launcher._spotify-connect._tcp.local SRV 0 0 57214 DESKTOP-G8KUKK6.local TXT A 194.210.221.110 AAAA 2001:690:2100:1016:4777:d05b:ece2:2dd9 AAAA 2001:690:2100:1016:408b:e94d:f909:685 AAAA fe80::e48f:51b9:3b6:4df8"
"50207","139.512342","194.210.223.23","224.0.0.251","MDNS","369","Standard query response 0x0000 PTR Spotify Desktop Launcher(15)._spotify-connect._tcp.local SRV 0 0 64333 DESKTOP-8NA90SM.local A 194.210.223.23 AAAA 2001:690:2100:1016:ad05:789c:edf2:f7ba AAAA 2001:690:2100:1016:bdcb:e9b4:1b02:2b02 AAAA fe80::70f:54ab:acd8:4b74"
"50208","139.512677","fe80::70f:54ab:acd8:4b74","ff02::fb","MDNS","389","Standard query response 0x0000 PTR Spotify Desktop Launcher(15)._spotify-connect._tcp.local SRV 0 0 64333 DESKTOP-8NA90SM.local A 194.210.223.23 AAAA 2001:690:2100:1016:ad05:789c:edf2:f7ba AAAA 2001:690:2100:1016:bdcb:e9b4:1b02:2b02 AAAA fe80::70f:54ab:acd8:4b74"
"50209","139.512987","fe80::70f:54ab:acd8:4b74","ff02::fb","MDNS","389","Standard query response 0x0000 PTR Spotify Desktop Launcher(15)._spotify-connect._tcp.local SRV 0 0 64333 DESKTOP-8NA90SM.local A 194.210.223.23 AAAA 2001:690:2100:1016:ad05:789c:edf2:f7ba AAAA 2001:690:2100:1016:bdcb:e9b4:1b02:2b02 AAAA fe80::70f:54ab:acd8:4b74"
"50210","139.513339","fe80::70f:54ab:acd8:4b74","ff02::fb","MDNS","389","Standard query response 0x0000 PTR Spotify Desktop Launcher(15)._spotify-connect._tcp.local SRV 0 0 64333 DESKTOP-8NA90SM.local A 194.210.223.23 AAAA 2001:690:2100:1016:ad05:789c:edf2:f7ba AAAA 2001:690:2100:1016:bdcb:e9b4:1b02:2b02 AAAA fe80::70f:54ab:acd8:4b74"
"50211","139.515556","194.210.222.137","224.0.0.251","MDNS","389","Standard query response 0x0000 PTR Spotify Desktop Launcher(7)._spotify-connect._tcp.local SRV 0 0 60846 LAPTOP-R1GFEM5F.local TXT A 194.210.222.137 AAAA 2001:690:2100:1016:20d9:6e3:410f:fc19 AAAA 2001:690:2100:1016:a125:c088:1d67:13c0 AAAA fe80::e033:b371:1a19:6f97"
"50212","139.515907","194.210.222.64","224.0.0.251","MDNS","389","Standard query response 0x0000 PTR Spotify Desktop Launcher(1)._spotify-connect._tcp.local SRV 0 0 61816 DESKTOP-F13R12M.local TXT A 194.210.222.64 AAAA 2001:690:2100:1016:309:1790:fb99:87e AAAA 2001:690:2100:1016:a954:a65f:31ca:87f3 AAAA fe80::659b:d0b7:6107:6be4"
"50213","139.516135","fe80::e033:b371:1a19:6f97","ff02::fb","MDNS","409","Standard query response 0x0000 PTR Spotify Desktop Launcher(7)._spotify-connect._tcp.local SRV 0 0 60846 LAPTOP-R1GFEM5F.local TXT A 194.210.222.137 AAAA 2001:690:2100:1016:20d9:6e3:410f:fc19 AAAA 2001:690:2100:1016:a125:c088:1d67:13c0 AAAA fe80::e033:b371:1a19:6f97"
"50214","139.516409","fe80::e033:b371:1a19:6f97","ff02::fb","MDNS","409","Standard query response 0x0000 PTR Spotify Desktop Launcher(7)._spotify-connect._tcp.local SRV 0 0 60846 LAPTOP-R1GFEM5F.local TXT A 194.210.222.137 AAAA 2001:690:2100:1016:20d9:6e3:410f:fc19 AAAA 2001:690:2100:1016:a125:c088:1d67:13c0 AAAA fe80::e033:b371:1a19:6f97"
"50215","139.516646","fe80::e033:b371:1a19:6f97","ff02::fb","MDNS","409","Standard query response 0x0000 PTR Spotify Desktop Launcher(7)._spotify-connect._tcp.local SRV 0 0 60846 LAPTOP-R1GFEM5F.local TXT A 194.210.222.137 AAAA 2001:690:2100:1016:20d9:6e3:410f:fc19 AAAA 2001:690:2100:1016:a125:c088:1d67:13c0 AAAA fe80::e033:b371:1a19:6f97"
"50216","139.597665","194.210.221.98","224.0.0.251","MDNS","210","Standard query response 0x0000 PTR TMendes._dosvc._tcp.local SRV 0 0 7680 TMendes.local TXT"
"50217","139.598331","fe80::d1f3:eadc:c2bd:4c49","ff02::fb","MDNS","230","Standard query response 0x0000 PTR TMendes._dosvc._tcp.local SRV 0 0 7680 TMendes.local TXT"
"50218","139.598759","194.210.221.98","224.0.0.251","MDNS","85","Standard query 0x0000 ANY TMendes._dosvc._tcp.local, ""QM"" question"
"50219","139.598970","fe80::d1f3:eadc:c2bd:4c49","ff02::fb","MDNS","105","Standard query 0x0000 ANY TMendes._dosvc._tcp.local, ""QM"" question"
"50220","139.599224","0.0.0.0","255.255.255.255","DHCP","342","DHCP Request  - Transaction ID 0x4ec0e096"
"50221","139.599324","fe80::4e6f:19ad:69ad:bf86","ff02::c","ICMPv6","86","Multicast Listener Report"
"50222","139.599460","fe80::4e6f:19ad:69ad:bf86","ff02::fb","ICMPv6","86","Multicast Listener Report"
"50223","139.599536","fe80::4e6f:19ad:69ad:bf86","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"50224","139.599619","194.210.220.231","224.0.0.251","MDNS","107","Standard query 0x0000 TXT MacBook Air de Laura._companion-link._tcp.local, ""QU"" question"
"50225","139.599811","fe80::431:40ff:268f:18a3","ff02::fb","MDNS","127","Standard query 0x0000 TXT MacBook Air de Laura._companion-link._tcp.local, ""QU"" question"
"50226","139.600067","194.210.220.35","224.0.0.251","MDNS","126","Standard query 0x0000 TXT MacBook Air de madalena._companion-link._tcp.local, ""QU"" question TXT iPad (55)._companion-link._tcp.local, ""QU"" question"
"50227","139.600269","fe80::c15:fd44:c365:77f3","ff02::fb","MDNS","146","Standard query 0x0000 TXT MacBook Air de madalena._companion-link._tcp.local, ""QU"" question TXT iPad (55)._companion-link._tcp.local, ""QU"" question"
"50228","139.600514","194.210.220.183","224.0.0.251","MDNS","275","Standard query 0x0000 PTR _00000000-0c52-197f-a462-789ea58147c2._sub._appletv-v2._tcp.local, ""QM"" question PTR _daap._tcp.local, ""QM"" question PTR _00000000-0c52-197f-a462-789ea58147c2._sub._home-sharing._tcp.local, ""QM"" question PTR _touch-remote._tcp.local, ""QM"" question PTR _universal._sub._ipps._tcp.local, ""QM"" question PTR _universal._sub._ipp._tcp.local, ""QM"" question"
"50229","139.600997","fe80::1cb9:6eca:1c27:bd5a","ff02::fb","MDNS","295","Standard query 0x0000 PTR _00000000-0c52-197f-a462-789ea58147c2._sub._appletv-v2._tcp.local, ""QM"" question PTR _daap._tcp.local, ""QM"" question PTR _00000000-0c52-197f-a462-789ea58147c2._sub._home-sharing._tcp.local, ""QM"" question PTR _touch-remote._tcp.local, ""QM"" question PTR _universal._sub._ipps._tcp.local, ""QM"" question PTR _universal._sub._ipp._tcp.local, ""QM"" question"
"50230","139.601419","194.210.220.183","224.0.0.251","MDNS","1467","Standard query 0x0000 PTR _airplay._tcp.local, ""QM"" question PTR Afonsoâ\200\231s MacBook Pro (2)._airplay._tcp.local PTR MacBook Air de Sandra._airplay._tcp.local PTR Altti - MacBook Air._airplay._tcp.local PTR Andreasâ\200\231s MacBook Pro._airplay._tcp.local PTR MacBook Air di siria._airplay._tcp.local PTR JC's Mac._airplay._tcp.local PTR MacBook Pro de Amadeu._airplay._tcp.local PTR Y0DYTCGXY3._airplay._tcp.local PTR MacBook Air de Helena (2)._airplay._tcp.local PTR MacBook Pro de Jo\303\243o (2)._airplay._tcp.local PTR MacBook Air de Sara._airplay._tcp.local PTR MacBook Air de Duarte._airplay._tcp.local PTR Danielâ\200\231s MacBook Pro._airplay._tcp.local PTR T4Gâ\200\231s MacBook Pro._airplay._tcp.local PTR MacBook Air von Sina._airplay._tcp.local PTR MacBook Air som tillh\303\266r Klara._airplay._tcp.local PTR MacBook Pro som tillh\303\266r Alva (2)._airplay._tcp.local PTR MacBook Air de Afonso._airplay._tcp.local PTR halof._airplay._tcp.local PTR MacBook Air de vicente._airplay._tcp.local PTR sNâ\200\231s MacBook Air._airplay._tcp.local PTR MacBook Pro de S\303\251rgio._airplay._tcp.local PTR Changâ\200\231s MacBook Pro (2)._airplay._tcp.local PTR MacBook Air de Pedro (2)._airplay._tcp.local PTR MacBook Pro de Jo\303\243o (5)._airplay._tcp.local PTR MacBook Pro de Jorge._airplay._tcp.local PTR Mariaâ\200\231s MacBook Pro (2)._airplay._tcp.local PTR Jo\303\243o MacBook Pro M1._airplay._tcp.local PTR Eduardo's Macbook Air._airplay._tcp.local PTR MacBook Air de Mariana._airplay._tcp.local PTR brfpm-mac._airplay._tcp.local PTR MacBook Pro GT._airplay._tcp.local PTR MacBook Pro (8)._airplay._tcp.local PTR Joaoâ\200\231s MacBook Pro (4)._airplay._tcp.local PTR MacBook Air de Paulo._airplay._tcp.local PTR MacBook Air de Daniel._airplay._tcp.local PTR MacBook Air de madalena._airplay._tcp.local PTR Williamâ\200\231s MacBook Pro._airplay._tcp.local PTR MacBook Air de Jo\303\243o (4)._airplay._tcp.local"
"50231","139.603044","fe80::1cb9:6eca:1c27:bd5a","ff02::fb","MDNS","1487","Standard query 0x0000 PTR _airplay._tcp.local, ""QM"" question PTR Afonsoâ\200\231s MacBook Pro (2)._airplay._tcp.local PTR MacBook Air de Sandra._airplay._tcp.local PTR Altti - MacBook Air._airplay._tcp.local PTR Andreasâ\200\231s MacBook Pro._airplay._tcp.local PTR MacBook Air di siria._airplay._tcp.local PTR JC's Mac._airplay._tcp.local PTR MacBook Pro de Amadeu._airplay._tcp.local PTR Y0DYTCGXY3._airplay._tcp.local PTR MacBook Air de Helena (2)._airplay._tcp.local PTR MacBook Pro de Jo\303\243o (2)._airplay._tcp.local PTR MacBook Air de Sara._airplay._tcp.local PTR MacBook Air de Duarte._airplay._tcp.local PTR Danielâ\200\231s MacBook Pro._airplay._tcp.local PTR T4Gâ\200\231s MacBook Pro._airplay._tcp.local PTR MacBook Air von Sina._airplay._tcp.local PTR MacBook Air som tillh\303\266r Klara._airplay._tcp.local PTR MacBook Pro som tillh\303\266r Alva (2)._airplay._tcp.local PTR MacBook Air de Afonso._airplay._tcp.local PTR halof._airplay._tcp.local PTR MacBook Air de vicente._airplay._tcp.local PTR sNâ\200\231s MacBook Air._airplay._tcp.local PTR MacBook Pro de S\303\251rgio._airplay._tcp.local PTR Changâ\200\231s MacBook Pro (2)._airplay._tcp.local PTR MacBook Air de Pedro (2)._airplay._tcp.local PTR MacBook Pro de Jo\303\243o (5)._airplay._tcp.local PTR MacBook Pro de Jorge._airplay._tcp.local PTR Mariaâ\200\231s MacBook Pro (2)._airplay._tcp.local PTR Jo\303\243o MacBook Pro M1._airplay._tcp.local PTR Eduardo's Macbook Air._airplay._tcp.local PTR MacBook Air de Mariana._airplay._tcp.local PTR brfpm-mac._airplay._tcp.local PTR MacBook Pro GT._airplay._tcp.local PTR MacBook Pro (8)._airplay._tcp.local PTR Joaoâ\200\231s MacBook Pro (4)._airplay._tcp.local PTR MacBook Air de Paulo._airplay._tcp.local PTR MacBook Air de Daniel._airplay._tcp.local PTR MacBook Air de madalena._airplay._tcp.local PTR Williamâ\200\231s MacBook Pro._airplay._tcp.local PTR MacBook Air de Jo\303\243o (4)._airplay._tcp.local"
"50232","139.603393","194.210.220.183","224.0.0.251","MDNS","306","Standard query 0x0000 PTR MacBook Air (8)._airplay._tcp.local PTR MacBook Air di Agnese._airplay._tcp.local PTR Miguel's MacBook Pro._airplay._tcp.local PTR Esconderijo Escondido._airplay._tcp.local PTR Tiagoâ\200\231s MacBook Air._airplay._tcp.local PTR iMac de Paola._airplay._tcp.local PTR FranciscoLivraghi._airplay._tcp.local"
"50233","139.603711","fe80::1cb9:6eca:1c27:bd5a","ff02::fb","MDNS","326","Standard query 0x0000 PTR MacBook Air (8)._airplay._tcp.local PTR MacBook Air di Agnese._airplay._tcp.local PTR Miguel's MacBook Pro._airplay._tcp.local PTR Esconderijo Escondido._airplay._tcp.local PTR Tiagoâ\200\231s MacBook Air._airplay._tcp.local PTR iMac de Paola._airplay._tcp.local PTR FranciscoLivraghi._airplay._tcp.local"
"50234","139.604095","194.210.220.183","224.0.0.251","MDNS","1485","Standard query 0x0000 PTR _raop._tcp.local, ""QM"" question PTR F29DCAE912BA@Afonsoâ\200\231s MacBook Pro._raop._tcp.local PTR 0AD254D694F3@MacBook Air de Sandra._raop._tcp.local PTR 4E1AD7BFEE3F@Altti - MacBook Air._raop._tcp.local PTR 6E140FF4ABC9@Andreasâ\200\231s MacBook Pro._raop._tcp.local PTR 92999CA2F81D@MacBook Air di siria._raop._tcp.local PTR BA1802586CF0@JC's Mac._raop._tcp.local PTR 96CEA72F225A@MacBook Pro de Amadeu._raop._tcp.local PTR 6A8EECAFE909@Y0DYTCGXY3._raop._tcp.local PTR FCE26C10C92D@MacBook Air de Helena (2)._raop._tcp.local PTR 5ECBFBE61820@MacBook Air de Pedro (2)._raop._tcp.local PTR FA25AE6701B9@MacBook Pro de Jo\303\243o (2)._raop._tcp.local PTR E2D62B0D62BA@MacBook Air de Sara._raop._tcp.local PTR 9ACE8E39EE83@MacBook Pro de Jo\303\243o (5)._raop._tcp.local PTR E6BED1BC1079@MacBook Air de Duarte._raop._tcp.local PTR FAA9F1447606@Esconderijo Escondido._raop._tcp.local PTR 1EBA98631D1B@MacBook Air di Agnese._raop._tcp.local PTR 0241BB834B71@MacBook Pro som tillh\303\266r Alva (2)._raop._tcp.local PTR 1E6FD4922681@Danielâ\200\231s MacBook Pro._raop._tcp.local PTR B60F7060D0B1@MacBook Air de Jo\303\243o (4)._raop._tcp.local PTR DEA3296370C3@MacBook Air de Paulo._raop._tcp.local PTR 22FC1C2237B8@T4Gâ\200\231s MacBook Pro._raop._tcp.local PTR FACE35FD5B42@MacBook Air von Sina._raop._tcp.local PTR 3E79CBA67E3F@Williamâ\200\231s MacBook Pro._raop._tcp.local PTR BEC0DF0ADADE@Tiagoâ\200\231s MacBook Air._raop._tcp.local PTR 360FAD169A93@MacBook Air som tillh\303\266r Klara._raop._tcp.local PTR 0206DEA9B3C5@MacBook Air de Afonso._raop._tcp.local PTR A88FD95A0A64@halof._raop._tcp.local PTR 5E2E1489C522@MacBook Air (5)._raop._tcp.local PTR 7A86BC2530BF@Eduardo's Macbook Air._raop._tcp.local"
"50235","139.605986","fe80::1cb9:6eca:1c27:bd5a","ff02::fb","MDNS","1505","Standard query 0x0000 PTR _raop._tcp.local, ""QM"" question PTR F29DCAE912BA@Afonsoâ\200\231s MacBook Pro._raop._tcp.local PTR 0AD254D694F3@MacBook Air de Sandra._raop._tcp.local PTR 4E1AD7BFEE3F@Altti - MacBook Air._raop._tcp.local PTR 6E140FF4ABC9@Andreasâ\200\231s MacBook Pro._raop._tcp.local PTR 92999CA2F81D@MacBook Air di siria._raop._tcp.local PTR BA1802586CF0@JC's Mac._raop._tcp.local PTR 96CEA72F225A@MacBook Pro de Amadeu._raop._tcp.local PTR 6A8EECAFE909@Y0DYTCGXY3._raop._tcp.local PTR FCE26C10C92D@MacBook Air de Helena (2)._raop._tcp.local PTR 5ECBFBE61820@MacBook Air de Pedro (2)._raop._tcp.local PTR FA25AE6701B9@MacBook Pro de Jo\303\243o (2)._raop._tcp.local PTR E2D62B0D62BA@MacBook Air de Sara._raop._tcp.local PTR 9ACE8E39EE83@MacBook Pro de Jo\303\243o (5)._raop._tcp.local PTR E6BED1BC1079@MacBook Air de Duarte._raop._tcp.local PTR FAA9F1447606@Esconderijo Escondido._raop._tcp.local PTR 1EBA98631D1B@MacBook Air di Agnese._raop._tcp.local PTR 0241BB834B71@MacBook Pro som tillh\303\266r Alva (2)._raop._tcp.local PTR 1E6FD4922681@Danielâ\200\231s MacBook Pro._raop._tcp.local PTR B60F7060D0B1@MacBook Air de Jo\303\243o (4)._raop._tcp.local PTR DEA3296370C3@MacBook Air de Paulo._raop._tcp.local PTR 22FC1C2237B8@T4Gâ\200\231s MacBook Pro._raop._tcp.local PTR FACE35FD5B42@MacBook Air von Sina._raop._tcp.local PTR 3E79CBA67E3F@Williamâ\200\231s MacBook Pro._raop._tcp.local PTR BEC0DF0ADADE@Tiagoâ\200\231s MacBook Air._raop._tcp.local PTR 360FAD169A93@MacBook Air som tillh\303\266r Klara._raop._tcp.local PTR 0206DEA9B3C5@MacBook Air de Afonso._raop._tcp.local PTR A88FD95A0A64@halof._raop._tcp.local PTR 5E2E1489C522@MacBook Air (5)._raop._tcp.local PTR 7A86BC2530BF@Eduardo's Macbook Air._raop._tcp.local"
"50236","139.606413","194.210.220.183","224.0.0.251","MDNS","876","Standard query 0x0000 PTR A2B81F9003B7@MacBook Air de vicente._raop._tcp.local PTR 1EE21759EB8A@sNâ\200\231s MacBook Air._raop._tcp.local PTR 82017F20FB4B@MacBook Pro de S\303\251rgio._raop._tcp.local PTR 363C3BAF3DBD@MacBook Air de Daniel._raop._tcp.local PTR 6E4B1594C65C@FranciscoLivraghi._raop._tcp.local PTR 5AB4FBF203EC@MacBook Pro de Jorge._raop._tcp.local PTR 124FAB31822F@Mariaâ\200\231s MacBook Pro (2)._raop._tcp.local PTR 92804111472F@Miguel's MacBook Pro._raop._tcp.local PTR A6A02AF75360@Joaoâ\200\231s MacBook Pro (4)._raop._tcp.local PTR 863AC81B3C23@brfpm-mac._raop._tcp.local PTR D670A45EAB9A@iMac de Paola._raop._tcp.local PTR 3E78D43290CD@MacBook Air de madalena._raop._tcp.local PTR 321496B282FF@Changâ\200\231s MacBook Pro (2)._raop._tcp.local PTR 92D7394E61BB@MacBook Air de Mariana._raop._tcp.local PTR 6A430234AD29@MacBook Pro (7)._raop._tcp.local PTR 7EA0FCA193F2@MacBook Pro GT._raop._tcp.local PTR E64C9C9BD948@Jo\303\243o MacBook Pro M1._raop._tcp.local"
"50237","139.606699","fe80::1cb9:6eca:1c27:bd5a","ff02::fb","MDNS","896","Standard query 0x0000 PTR A2B81F9003B7@MacBook Air de vicente._raop._tcp.local PTR 1EE21759EB8A@sNâ\200\231s MacBook Air._raop._tcp.local PTR 82017F20FB4B@MacBook Pro de S\303\251rgio._raop._tcp.local PTR 363C3BAF3DBD@MacBook Air de Daniel._raop._tcp.local PTR 6E4B1594C65C@FranciscoLivraghi._raop._tcp.local PTR 5AB4FBF203EC@MacBook Pro de Jorge._raop._tcp.local PTR 124FAB31822F@Mariaâ\200\231s MacBook Pro (2)._raop._tcp.local PTR 92804111472F@Miguel's MacBook Pro._raop._tcp.local PTR A6A02AF75360@Joaoâ\200\231s MacBook Pro (4)._raop._tcp.local PTR 863AC81B3C23@brfpm-mac._raop._tcp.local PTR D670A45EAB9A@iMac de Paola._raop._tcp.local PTR 3E78D43290CD@MacBook Air de madalena._raop._tcp.local PTR 321496B282FF@Changâ\200\231s MacBook Pro (2)._raop._tcp.local PTR 92D7394E61BB@MacBook Air de Mariana._raop._tcp.local PTR 6A430234AD29@MacBook Pro (7)._raop._tcp.local PTR 7EA0FCA193F2@MacBook Pro GT._raop._tcp.local PTR E64C9C9BD948@Jo\303\243o MacBook Pro M1._raop._tcp.local"
"50238","139.607116","194.210.222.133","224.0.0.251","MDNS","137","Standard query 0x0000 TXT Afonsoâ\200\231s MacBook Pro._companion-link._tcp.local, ""QM"" question TXT MacBook Air di Agnese._companion-link._tcp.local, ""QM"" question"
"50239","139.607330","fe80::8df:f33a:dfc0:60a","ff02::fb","MDNS","157","Standard query 0x0000 TXT Afonsoâ\200\231s MacBook Pro._companion-link._tcp.local, ""QM"" question TXT MacBook Air di Agnese._companion-link._tcp.local, ""QM"" question"
"50240","139.607579","194.210.221.66","224.0.0.251","MDNS","137","Standard query 0x0000 TXT Afonsoâ\200\231s MacBook Pro._companion-link._tcp.local, ""QM"" question TXT MacBook Air di Agnese._companion-link._tcp.local, ""QM"" question"
"50241","139.607775","fe80::a3:efba:868a:337f","ff02::fb","MDNS","157","Standard query 0x0000 TXT Afonsoâ\200\231s MacBook Pro._companion-link._tcp.local, ""QM"" question TXT MacBook Air di Agnese._companion-link._tcp.local, ""QM"" question"
"50242","139.608388","194.210.221.170","224.0.0.251","MDNS","319","Standard query response 0x0000 TXT, cache flush PTR _asquic._udp.local PTR 9E6A2E01-22BF-4568-9FF7-14D5D46AAB0C._asquic._udp.local SRV, cache flush 0 0 52064 iPhone-di-Valeria.local AAAA, cache flush fe80::be:bae0:22ca:a758 AAAA, cache flush 2001:690:2100:1016:1c91:6f4a:f6ae:4221 A, cache flush 194.210.221.170 NSEC, cache flush 9E6A2E01-22BF-4568-9FF7-14D5D46AAB0C._asquic._udp.local NSEC, cache flush iPhone-di-Valeria.local"
